A	B	GO_BMA	A_name	B_name
hsa05225	hsa05213	0.933	Hepatocellular carcinoma	Endometrial cancer
hsa05225	hsa05215	0.946	Hepatocellular carcinoma	Prostate cancer
hsa05225	hsa05220	0.938	Hepatocellular carcinoma	Chronic myeloid leukemia
hsa05225	hsa05224	0.966	Hepatocellular carcinoma	Breast cancer
hsa05225	hsa05226	0.972	Hepatocellular carcinoma	Gastric cancer
hsa05225	hsa05418	0.938	Hepatocellular carcinoma	Fluid shear stress and atherosclerosis
hsa05226	hsa04068	0.939	Gastric cancer	FoxO signaling pathway
hsa05226	hsa04151	0.937	Gastric cancer	PI3K-Akt signaling pathway
hsa05226	hsa04310	0.944	Gastric cancer	Wnt signaling pathway
hsa05226	hsa04390	0.949	Gastric cancer	Hippo signaling pathway
hsa05226	hsa04550	0.962	Gastric cancer	Signaling pathways regulating pluripotency of stem cells
hsa05226	hsa05160	0.938	Gastric cancer	Hepatitis C
hsa05226	hsa05161	0.944	Gastric cancer	Hepatitis B
hsa05226	hsa05165	0.939	Gastric cancer	Human papillomavirus infection
hsa05226	hsa05200	0.946	Gastric cancer	Pathways in cancer
hsa05226	hsa05205	0.947	Gastric cancer	Proteoglycans in cancer
hsa05226	hsa05210	0.965	Gastric cancer	Colorectal cancer
hsa05226	hsa05212	0.953	Gastric cancer	Pancreatic cancer
hsa05226	hsa05213	0.942	Gastric cancer	Endometrial cancer
hsa05226	hsa05215	0.949	Gastric cancer	Prostate cancer
hsa05226	hsa05217	0.936	Gastric cancer	Basal cell carcinoma
hsa05226	hsa05218	0.945	Gastric cancer	Melanoma
hsa05226	hsa05220	0.943	Gastric cancer	Chronic myeloid leukemia
hsa05226	hsa05223	0.934	Gastric cancer	Non-small cell lung cancer
hsa05226	hsa05224	0.976	Gastric cancer	Breast cancer
hsa05226	hsa05225	0.972	Gastric cancer	Hepatocellular carcinoma
hsa05230	hsa04012	0.912	Central carbon metabolism in cancer	ErbB signaling pathway
hsa05230	hsa04066	0.909	Central carbon metabolism in cancer	HIF-1 signaling pathway
hsa05230	hsa04068	0.903	Central carbon metabolism in cancer	FoxO signaling pathway
hsa05230	hsa04550	0.902	Central carbon metabolism in cancer	Signaling pathways regulating pluripotency of stem cells
hsa05230	hsa04722	0.907	Central carbon metabolism in cancer	Neurotrophin signaling pathway
hsa05230	hsa04910	0.903	Central carbon metabolism in cancer	Insulin signaling pathway
hsa05230	hsa04917	0.907	Central carbon metabolism in cancer	Prolactin signaling pathway
hsa05230	hsa05210	0.904	Central carbon metabolism in cancer	Colorectal cancer
hsa05230	hsa05211	0.903	Central carbon metabolism in cancer	Renal cell carcinoma
hsa05230	hsa05212	0.906	Central carbon metabolism in cancer	Pancreatic cancer
hsa05230	hsa05213	0.917	Central carbon metabolism in cancer	Endometrial cancer
hsa05230	hsa05214	0.918	Central carbon metabolism in cancer	Glioma
hsa05230	hsa05215	0.922	Central carbon metabolism in cancer	Prostate cancer
hsa05230	hsa05218	0.923	Central carbon metabolism in cancer	Melanoma
hsa05230	hsa05221	0.911	Central carbon metabolism in cancer	Acute myeloid leukemia
hsa05230	hsa05223	0.913	Central carbon metabolism in cancer	Non-small cell lung cancer
hsa05230	hsa05224	0.91	Central carbon metabolism in cancer	Breast cancer
hsa05230	hsa05226	0.904	Central carbon metabolism in cancer	Gastric cancer
hsa05230	hsa05231	0.902	Central carbon metabolism in cancer	Choline metabolism in cancer
hsa05230	hsa05235	0.913	Central carbon metabolism in cancer	PD-L1 expression and PD-1 checkpoint pathway in cancer
hsa05231	hsa04010	0.911	Choline metabolism in cancer	MAPK signaling pathway
hsa05231	hsa04012	0.93	Choline metabolism in cancer	ErbB signaling pathway
hsa05231	hsa04014	0.936	Choline metabolism in cancer	Ras signaling pathway
hsa05231	hsa04015	0.914	Choline metabolism in cancer	Rap1 signaling pathway
hsa05231	hsa04071	0.914	Choline metabolism in cancer	Sphingolipid signaling pathway
hsa05231	hsa04072	0.938	Choline metabolism in cancer	Phospholipase D signaling pathway
hsa05231	hsa04370	0.921	Choline metabolism in cancer	VEGF signaling pathway
hsa05231	hsa04664	0.918	Choline metabolism in cancer	Fc epsilon RI signaling pathway
hsa05231	hsa04666	0.926	Choline metabolism in cancer	Fc gamma R-mediated phagocytosis
hsa05231	hsa04722	0.921	Choline metabolism in cancer	Neurotrophin signaling pathway
hsa05231	hsa04935	0.912	Choline metabolism in cancer	Growth hormone synthesis, secretion and action
hsa05231	hsa05135	0.914	Choline metabolism in cancer	Yersinia infection
hsa05231	hsa05210	0.913	Choline metabolism in cancer	Colorectal cancer
hsa05231	hsa05211	0.916	Choline metabolism in cancer	Renal cell carcinoma
hsa05231	hsa05212	0.921	Choline metabolism in cancer	Pancreatic cancer
hsa05231	hsa05214	0.923	Choline metabolism in cancer	Glioma
hsa05231	hsa05215	0.916	Choline metabolism in cancer	Prostate cancer
hsa05231	hsa05218	0.915	Choline metabolism in cancer	Melanoma
hsa05231	hsa05223	0.915	Choline metabolism in cancer	Non-small cell lung cancer
hsa05231	hsa05235	0.916	Choline metabolism in cancer	PD-L1 expression and PD-1 checkpoint pathway in cancer
hsa05235	hsa04012	0.942	PD-L1 expression and PD-1 checkpoint pathway in cancer	ErbB signaling pathway
hsa05235	hsa04380	0.948	PD-L1 expression and PD-1 checkpoint pathway in cancer	Osteoclast differentiation
hsa05235	hsa04620	0.954	PD-L1 expression and PD-1 checkpoint pathway in cancer	Toll-like receptor signaling pathway
hsa05235	hsa04625	0.946	PD-L1 expression and PD-1 checkpoint pathway in cancer	C-type lectin receptor signaling pathway
hsa05235	hsa04630	0.938	PD-L1 expression and PD-1 checkpoint pathway in cancer	JAK-STAT signaling pathway
hsa05235	hsa04650	0.938	PD-L1 expression and PD-1 checkpoint pathway in cancer	Natural killer cell mediated cytotoxicity
hsa05235	hsa04658	0.938	PD-L1 expression and PD-1 checkpoint pathway in cancer	Th1 and Th2 cell differentiation
hsa05235	hsa04659	0.943	PD-L1 expression and PD-1 checkpoint pathway in cancer	Th17 cell differentiation
hsa05235	hsa04660	0.965	PD-L1 expression and PD-1 checkpoint pathway in cancer	T cell receptor signaling pathway
hsa05235	hsa04662	0.952	PD-L1 expression and PD-1 checkpoint pathway in cancer	B cell receptor signaling pathway
hsa05235	hsa04668	0.938	PD-L1 expression and PD-1 checkpoint pathway in cancer	TNF signaling pathway
hsa05235	hsa04722	0.942	PD-L1 expression and PD-1 checkpoint pathway in cancer	Neurotrophin signaling pathway
hsa05235	hsa04917	0.939	PD-L1 expression and PD-1 checkpoint pathway in cancer	Prolactin signaling pathway
hsa05235	hsa05135	0.945	PD-L1 expression and PD-1 checkpoint pathway in cancer	Yersinia infection
hsa05235	hsa05142	0.941	PD-L1 expression and PD-1 checkpoint pathway in cancer	Chagas disease
hsa05235	hsa05160	0.941	PD-L1 expression and PD-1 checkpoint pathway in cancer	Hepatitis C
hsa05235	hsa05161	0.942	PD-L1 expression and PD-1 checkpoint pathway in cancer	Hepatitis B
hsa05235	hsa05167	0.939	PD-L1 expression and PD-1 checkpoint pathway in cancer	Kaposi sarcoma-associated herpesvirus infection
hsa05235	hsa05168	0.942	PD-L1 expression and PD-1 checkpoint pathway in cancer	Herpes simplex virus 1 infection
hsa05235	hsa05221	0.946	PD-L1 expression and PD-1 checkpoint pathway in cancer	Acute myeloid leukemia
hsa05310	hsa04060	0.829	Asthma	Cytokine-cytokine receptor interaction
hsa05310	hsa04061	0.844	Asthma	Viral protein interaction with cytokine and cytokine receptor
hsa05310	hsa04514	0.808	Asthma	Cell adhesion molecules
hsa05310	hsa04612	0.81	Asthma	Antigen processing and presentation
hsa05310	hsa04640	0.857	Asthma	Hematopoietic cell lineage
hsa05310	hsa04658	0.785	Asthma	Th1 and Th2 cell differentiation
hsa05310	hsa04672	0.916	Asthma	Intestinal immune network for IgA production
hsa05310	hsa04940	0.892	Asthma	Type I diabetes mellitus
hsa05310	hsa05140	0.819	Asthma	Leishmaniasis
hsa05310	hsa05143	0.782	Asthma	African trypanosomiasis
hsa05310	hsa05144	0.819	Asthma	Malaria
hsa05310	hsa05150	0.86	Asthma	Staphylococcus aureus infection
hsa05310	hsa05320	0.919	Asthma	Autoimmune thyroid disease
hsa05310	hsa05321	0.836	Asthma	Inflammatory bowel disease
hsa05310	hsa05322	0.819	Asthma	Systemic lupus erythematosus
hsa05310	hsa05323	0.841	Asthma	Rheumatoid arthritis
hsa05310	hsa05330	0.937	Asthma	Allograft rejection
hsa05310	hsa05332	0.914	Asthma	Graft-versus-host disease
hsa05310	hsa05340	0.768	Asthma	Primary immunodeficiency
hsa05310	hsa05416	0.783	Asthma	Viral myocarditis
hsa05320	hsa04060	0.847	Autoimmune thyroid disease	Cytokine-cytokine receptor interaction
hsa05320	hsa04514	0.836	Autoimmune thyroid disease	Cell adhesion molecules
hsa05320	hsa04612	0.852	Autoimmune thyroid disease	Antigen processing and presentation
hsa05320	hsa04630	0.811	Autoimmune thyroid disease	JAK-STAT signaling pathway
hsa05320	hsa04640	0.867	Autoimmune thyroid disease	Hematopoietic cell lineage
hsa05320	hsa04650	0.828	Autoimmune thyroid disease	Natural killer cell mediated cytotoxicity
hsa05320	hsa04658	0.819	Autoimmune thyroid disease	Th1 and Th2 cell differentiation
hsa05320	hsa04672	0.918	Autoimmune thyroid disease	Intestinal immune network for IgA production
hsa05320	hsa04940	0.928	Autoimmune thyroid disease	Type I diabetes mellitus
hsa05320	hsa05140	0.835	Autoimmune thyroid disease	Leishmaniasis
hsa05320	hsa05144	0.824	Autoimmune thyroid disease	Malaria
hsa05320	hsa05150	0.87	Autoimmune thyroid disease	Staphylococcus aureus infection
hsa05320	hsa05164	0.811	Autoimmune thyroid disease	Influenza A
hsa05320	hsa05310	0.919	Autoimmune thyroid disease	Asthma
hsa05320	hsa05321	0.845	Autoimmune thyroid disease	Inflammatory bowel disease
hsa05320	hsa05322	0.842	Autoimmune thyroid disease	Systemic lupus erythematosus
hsa05320	hsa05323	0.848	Autoimmune thyroid disease	Rheumatoid arthritis
hsa05320	hsa05330	0.965	Autoimmune thyroid disease	Allograft rejection
hsa05320	hsa05332	0.944	Autoimmune thyroid disease	Graft-versus-host disease
hsa05320	hsa05340	0.814	Autoimmune thyroid disease	Primary immunodeficiency
hsa05320	hsa05416	0.844	Autoimmune thyroid disease	Viral myocarditis
hsa05321	hsa04060	0.903	Inflammatory bowel disease	Cytokine-cytokine receptor interaction
hsa05321	hsa04380	0.883	Inflammatory bowel disease	Osteoclast differentiation
hsa05321	hsa04620	0.889	Inflammatory bowel disease	Toll-like receptor signaling pathway
hsa05321	hsa04630	0.894	Inflammatory bowel disease	JAK-STAT signaling pathway
hsa05321	hsa04640	0.89	Inflammatory bowel disease	Hematopoietic cell lineage
hsa05321	hsa04658	0.925	Inflammatory bowel disease	Th1 and Th2 cell differentiation
hsa05321	hsa04659	0.944	Inflammatory bowel disease	Th17 cell differentiation
hsa05321	hsa04940	0.882	Inflammatory bowel disease	Type I diabetes mellitus
hsa05321	hsa05133	0.886	Inflammatory bowel disease	Pertussis
hsa05321	hsa05134	0.884	Inflammatory bowel disease	Legionellosis
hsa05321	hsa05140	0.941	Inflammatory bowel disease	Leishmaniasis
hsa05321	hsa05142	0.891	Inflammatory bowel disease	Chagas disease
hsa05321	hsa05144	0.882	Inflammatory bowel disease	Malaria
hsa05321	hsa05145	0.901	Inflammatory bowel disease	Toxoplasmosis
hsa05321	hsa05146	0.882	Inflammatory bowel disease	Amoebiasis
hsa05321	hsa05152	0.894	Inflammatory bowel disease	Tuberculosis
hsa05321	hsa05161	0.881	Inflammatory bowel disease	Hepatitis B
hsa05321	hsa05164	0.881	Inflammatory bowel disease	Influenza A
hsa05321	hsa05168	0.911	Inflammatory bowel disease	Herpes simplex virus 1 infection
hsa05321	hsa05323	0.919	Inflammatory bowel disease	Rheumatoid arthritis
hsa05321	hsa05330	0.881	Inflammatory bowel disease	Allograft rejection
hsa05322	hsa04612	0.867	Systemic lupus erythematosus	Antigen processing and presentation
hsa05322	hsa04613	0.86	Systemic lupus erythematosus	Neutrophil extracellular trap formation
hsa05322	hsa04640	0.872	Systemic lupus erythematosus	Hematopoietic cell lineage
hsa05322	hsa04658	0.854	Systemic lupus erythematosus	Th1 and Th2 cell differentiation
hsa05322	hsa04659	0.851	Systemic lupus erythematosus	Th17 cell differentiation
hsa05322	hsa04672	0.85	Systemic lupus erythematosus	Intestinal immune network for IgA production
hsa05322	hsa04940	0.867	Systemic lupus erythematosus	Type I diabetes mellitus
hsa05322	hsa05133	0.86	Systemic lupus erythematosus	Pertussis
hsa05322	hsa05140	0.876	Systemic lupus erythematosus	Leishmaniasis
hsa05322	hsa05145	0.856	Systemic lupus erythematosus	Toxoplasmosis
hsa05322	hsa05150	0.869	Systemic lupus erythematosus	Staphylococcus aureus infection
hsa05322	hsa05152	0.854	Systemic lupus erythematosus	Tuberculosis
hsa05322	hsa05164	0.867	Systemic lupus erythematosus	Influenza A
hsa05322	hsa05168	0.859	Systemic lupus erythematosus	Herpes simplex virus 1 infection
hsa05322	hsa05169	0.849	Systemic lupus erythematosus	Epstein-Barr virus infection
hsa05322	hsa05321	0.872	Systemic lupus erythematosus	Inflammatory bowel disease
hsa05322	hsa05323	0.87	Systemic lupus erythematosus	Rheumatoid arthritis
hsa05322	hsa05330	0.864	Systemic lupus erythematosus	Allograft rejection
hsa05322	hsa05332	0.859	Systemic lupus erythematosus	Graft-versus-host disease
hsa05322	hsa05416	0.857	Systemic lupus erythematosus	Viral myocarditis
hsa05323	hsa04060	0.915	Rheumatoid arthritis	Cytokine-cytokine receptor interaction
hsa05323	hsa04064	0.89	Rheumatoid arthritis	NF-kappa B signaling pathway
hsa05323	hsa04380	0.887	Rheumatoid arthritis	Osteoclast differentiation
hsa05323	hsa04620	0.901	Rheumatoid arthritis	Toll-like receptor signaling pathway
hsa05323	hsa04640	0.903	Rheumatoid arthritis	Hematopoietic cell lineage
hsa05323	hsa04658	0.887	Rheumatoid arthritis	Th1 and Th2 cell differentiation
hsa05323	hsa04659	0.904	Rheumatoid arthritis	Th17 cell differentiation
hsa05323	hsa04668	0.889	Rheumatoid arthritis	TNF signaling pathway
hsa05323	hsa04672	0.89	Rheumatoid arthritis	Intestinal immune network for IgA production
hsa05323	hsa05120	0.9	Rheumatoid arthritis	Epithelial cell signaling in Helicobacter pylori infection
hsa05323	hsa05140	0.916	Rheumatoid arthritis	Leishmaniasis
hsa05323	hsa05142	0.901	Rheumatoid arthritis	Chagas disease
hsa05323	hsa05144	0.906	Rheumatoid arthritis	Malaria
hsa05323	hsa05145	0.898	Rheumatoid arthritis	Toxoplasmosis
hsa05323	hsa05146	0.89	Rheumatoid arthritis	Amoebiasis
hsa05323	hsa05152	0.91	Rheumatoid arthritis	Tuberculosis
hsa05323	hsa05161	0.891	Rheumatoid arthritis	Hepatitis B
hsa05323	hsa05164	0.89	Rheumatoid arthritis	Influenza A
hsa05323	hsa05168	0.914	Rheumatoid arthritis	Herpes simplex virus 1 infection
hsa05323	hsa05321	0.919	Rheumatoid arthritis	Inflammatory bowel disease
hsa05330	hsa04060	0.86	Allograft rejection	Cytokine-cytokine receptor interaction
hsa05330	hsa04514	0.845	Allograft rejection	Cell adhesion molecules
hsa05330	hsa04612	0.876	Allograft rejection	Antigen processing and presentation
hsa05330	hsa04630	0.826	Allograft rejection	JAK-STAT signaling pathway
hsa05330	hsa04640	0.886	Allograft rejection	Hematopoietic cell lineage
hsa05330	hsa04650	0.832	Allograft rejection	Natural killer cell mediated cytotoxicity
hsa05330	hsa04658	0.846	Allograft rejection	Th1 and Th2 cell differentiation
hsa05330	hsa04672	0.921	Allograft rejection	Intestinal immune network for IgA production
hsa05330	hsa04940	0.964	Allograft rejection	Type I diabetes mellitus
hsa05330	hsa05140	0.861	Allograft rejection	Leishmaniasis
hsa05330	hsa05143	0.83	Allograft rejection	African trypanosomiasis
hsa05330	hsa05144	0.839	Allograft rejection	Malaria
hsa05330	hsa05150	0.865	Allograft rejection	Staphylococcus aureus infection
hsa05330	hsa05310	0.937	Allograft rejection	Asthma
hsa05330	hsa05320	0.965	Allograft rejection	Autoimmune thyroid disease
hsa05330	hsa05321	0.881	Allograft rejection	Inflammatory bowel disease
hsa05330	hsa05322	0.864	Allograft rejection	Systemic lupus erythematosus
hsa05330	hsa05323	0.864	Allograft rejection	Rheumatoid arthritis
hsa05330	hsa05332	0.972	Allograft rejection	Graft-versus-host disease
hsa05330	hsa05416	0.846	Allograft rejection	Viral myocarditis
hsa05332	hsa04060	0.843	Graft-versus-host disease	Cytokine-cytokine receptor interaction
hsa05332	hsa04514	0.845	Graft-versus-host disease	Cell adhesion molecules
hsa05332	hsa04612	0.884	Graft-versus-host disease	Antigen processing and presentation
hsa05332	hsa04640	0.887	Graft-versus-host disease	Hematopoietic cell lineage
hsa05332	hsa04650	0.836	Graft-versus-host disease	Natural killer cell mediated cytotoxicity
hsa05332	hsa04658	0.832	Graft-versus-host disease	Th1 and Th2 cell differentiation
hsa05332	hsa04659	0.824	Graft-versus-host disease	Th17 cell differentiation
hsa05332	hsa04672	0.909	Graft-versus-host disease	Intestinal immune network for IgA production
hsa05332	hsa04940	0.96	Graft-versus-host disease	Type I diabetes mellitus
hsa05332	hsa05140	0.851	Graft-versus-host disease	Leishmaniasis
hsa05332	hsa05143	0.828	Graft-versus-host disease	African trypanosomiasis
hsa05332	hsa05144	0.838	Graft-versus-host disease	Malaria
hsa05332	hsa05150	0.859	Graft-versus-host disease	Staphylococcus aureus infection
hsa05332	hsa05310	0.914	Graft-versus-host disease	Asthma
hsa05332	hsa05320	0.944	Graft-versus-host disease	Autoimmune thyroid disease
hsa05332	hsa05321	0.872	Graft-versus-host disease	Inflammatory bowel disease
hsa05332	hsa05322	0.859	Graft-versus-host disease	Systemic lupus erythematosus
hsa05332	hsa05323	0.868	Graft-versus-host disease	Rheumatoid arthritis
hsa05332	hsa05330	0.972	Graft-versus-host disease	Allograft rejection
hsa05332	hsa05416	0.845	Graft-versus-host disease	Viral myocarditis
hsa05340	hsa04060	0.814	Primary immunodeficiency	Cytokine-cytokine receptor interaction
hsa05340	hsa04064	0.848	Primary immunodeficiency	NF-kappa B signaling pathway
hsa05340	hsa04380	0.826	Primary immunodeficiency	Osteoclast differentiation
hsa05340	hsa04612	0.823	Primary immunodeficiency	Antigen processing and presentation
hsa05340	hsa04640	0.831	Primary immunodeficiency	Hematopoietic cell lineage
hsa05340	hsa04650	0.836	Primary immunodeficiency	Natural killer cell mediated cytotoxicity
hsa05340	hsa04658	0.854	Primary immunodeficiency	Th1 and Th2 cell differentiation
hsa05340	hsa04659	0.846	Primary immunodeficiency	Th17 cell differentiation
hsa05340	hsa04660	0.84	Primary immunodeficiency	T cell receptor signaling pathway
hsa05340	hsa04662	0.834	Primary immunodeficiency	B cell receptor signaling pathway
hsa05340	hsa04672	0.814	Primary immunodeficiency	Intestinal immune network for IgA production
hsa05340	hsa05135	0.809	Primary immunodeficiency	Yersinia infection
hsa05340	hsa05145	0.81	Primary immunodeficiency	Toxoplasmosis
hsa05340	hsa05162	0.828	Primary immunodeficiency	Measles
hsa05340	hsa05166	0.809	Primary immunodeficiency	Human T-cell leukemia virus 1 infection
hsa05340	hsa05169	0.828	Primary immunodeficiency	Epstein-Barr virus infection
hsa05340	hsa05170	0.825	Primary immunodeficiency	Human immunodeficiency virus 1 infection
hsa05340	hsa05235	0.849	Primary immunodeficiency	PD-L1 expression and PD-1 checkpoint pathway in cancer
hsa05340	hsa05320	0.814	Primary immunodeficiency	Autoimmune thyroid disease
hsa05340	hsa05330	0.809	Primary immunodeficiency	Allograft rejection
hsa05410	hsa04010	0.887	Hypertrophic cardiomyopathy	MAPK signaling pathway
hsa05410	hsa04020	0.872	Hypertrophic cardiomyopathy	Calcium signaling pathway
hsa05410	hsa04151	0.879	Hypertrophic cardiomyopathy	PI3K-Akt signaling pathway
hsa05410	hsa04261	0.886	Hypertrophic cardiomyopathy	Adrenergic signaling in cardiomyocytes
hsa05410	hsa04510	0.902	Hypertrophic cardiomyopathy	Focal adhesion
hsa05410	hsa04512	0.858	Hypertrophic cardiomyopathy	ECM-receptor interaction
hsa05410	hsa04530	0.887	Hypertrophic cardiomyopathy	Tight junction
hsa05410	hsa04611	0.867	Hypertrophic cardiomyopathy	Platelet activation
hsa05410	hsa04670	0.869	Hypertrophic cardiomyopathy	Leukocyte transendothelial migration
hsa05410	hsa04810	0.89	Hypertrophic cardiomyopathy	Regulation of actin cytoskeleton
hsa05410	hsa04921	0.878	Hypertrophic cardiomyopathy	Oxytocin signaling pathway
hsa05410	hsa04933	0.859	Hypertrophic cardiomyopathy	AGE-RAGE signaling pathway in diabetic complications
hsa05410	hsa05135	0.87	Hypertrophic cardiomyopathy	Yersinia infection
hsa05410	hsa05146	0.857	Hypertrophic cardiomyopathy	Amoebiasis
hsa05410	hsa05165	0.868	Hypertrophic cardiomyopathy	Human papillomavirus infection
hsa05410	hsa05200	0.861	Hypertrophic cardiomyopathy	Pathways in cancer
hsa05410	hsa05205	0.889	Hypertrophic cardiomyopathy	Proteoglycans in cancer
hsa05410	hsa05412	0.925	Hypertrophic cardiomyopathy	Arrhythmogenic right ventricular cardiomyopathy
hsa05410	hsa05414	0.977	Hypertrophic cardiomyopathy	Dilated cardiomyopathy
hsa05410	hsa05418	0.883	Hypertrophic cardiomyopathy	Fluid shear stress and atherosclerosis
hsa05412	hsa04010	0.83	Arrhythmogenic right ventricular cardiomyopathy	MAPK signaling pathway
hsa05412	hsa04015	0.841	Arrhythmogenic right ventricular cardiomyopathy	Rap1 signaling pathway
hsa05412	hsa04020	0.834	Arrhythmogenic right ventricular cardiomyopathy	Calcium signaling pathway
hsa05412	hsa04022	0.839	Arrhythmogenic right ventricular cardiomyopathy	cGMP-PKG signaling pathway
hsa05412	hsa04024	0.828	Arrhythmogenic right ventricular cardiomyopathy	cAMP signaling pathway
hsa05412	hsa04260	0.836	Arrhythmogenic right ventricular cardiomyopathy	Cardiac muscle contraction
hsa05412	hsa04261	0.859	Arrhythmogenic right ventricular cardiomyopathy	Adrenergic signaling in cardiomyocytes
hsa05412	hsa04390	0.851	Arrhythmogenic right ventricular cardiomyopathy	Hippo signaling pathway
hsa05412	hsa04510	0.868	Arrhythmogenic right ventricular cardiomyopathy	Focal adhesion
hsa05412	hsa04512	0.872	Arrhythmogenic right ventricular cardiomyopathy	ECM-receptor interaction
hsa05412	hsa04520	0.848	Arrhythmogenic right ventricular cardiomyopathy	Adherens junction
hsa05412	hsa04670	0.854	Arrhythmogenic right ventricular cardiomyopathy	Leukocyte transendothelial migration
hsa05412	hsa04810	0.851	Arrhythmogenic right ventricular cardiomyopathy	Regulation of actin cytoskeleton
hsa05412	hsa04911	0.822	Arrhythmogenic right ventricular cardiomyopathy	Insulin secretion
hsa05412	hsa04921	0.839	Arrhythmogenic right ventricular cardiomyopathy	Oxytocin signaling pathway
hsa05412	hsa05100	0.854	Arrhythmogenic right ventricular cardiomyopathy	Bacterial invasion of epithelial cells
hsa05412	hsa05205	0.851	Arrhythmogenic right ventricular cardiomyopathy	Proteoglycans in cancer
hsa05412	hsa05410	0.925	Arrhythmogenic right ventricular cardiomyopathy	Hypertrophic cardiomyopathy
hsa05412	hsa05414	0.93	Arrhythmogenic right ventricular cardiomyopathy	Dilated cardiomyopathy
hsa05412	hsa05418	0.843	Arrhythmogenic right ventricular cardiomyopathy	Fluid shear stress and atherosclerosis
hsa05414	hsa04010	0.886	Dilated cardiomyopathy	MAPK signaling pathway
hsa05414	hsa04015	0.895	Dilated cardiomyopathy	Rap1 signaling pathway
hsa05414	hsa04020	0.891	Dilated cardiomyopathy	Calcium signaling pathway
hsa05414	hsa04022	0.879	Dilated cardiomyopathy	cGMP-PKG signaling pathway
hsa05414	hsa04024	0.875	Dilated cardiomyopathy	cAMP signaling pathway
hsa05414	hsa04151	0.873	Dilated cardiomyopathy	PI3K-Akt signaling pathway
hsa05414	hsa04261	0.907	Dilated cardiomyopathy	Adrenergic signaling in cardiomyocytes
hsa05414	hsa04270	0.873	Dilated cardiomyopathy	Vascular smooth muscle contraction
hsa05414	hsa04510	0.9	Dilated cardiomyopathy	Focal adhesion
hsa05414	hsa04530	0.885	Dilated cardiomyopathy	Tight junction
hsa05414	hsa04611	0.883	Dilated cardiomyopathy	Platelet activation
hsa05414	hsa04670	0.87	Dilated cardiomyopathy	Leukocyte transendothelial migration
hsa05414	hsa04810	0.893	Dilated cardiomyopathy	Regulation of actin cytoskeleton
hsa05414	hsa04921	0.886	Dilated cardiomyopathy	Oxytocin signaling pathway
hsa05414	hsa05135	0.864	Dilated cardiomyopathy	Yersinia infection
hsa05414	hsa05163	0.867	Dilated cardiomyopathy	Human cytomegalovirus infection
hsa05414	hsa05165	0.864	Dilated cardiomyopathy	Human papillomavirus infection
hsa05414	hsa05205	0.888	Dilated cardiomyopathy	Proteoglycans in cancer
hsa05414	hsa05410	0.977	Dilated cardiomyopathy	Hypertrophic cardiomyopathy
hsa05414	hsa05412	0.93	Dilated cardiomyopathy	Arrhythmogenic right ventricular cardiomyopathy
hsa05415	hsa04022	0.896	Diabetic cardiomyopathy	cGMP-PKG signaling pathway
hsa05415	hsa04024	0.883	Diabetic cardiomyopathy	cAMP signaling pathway
hsa05415	hsa04066	0.897	Diabetic cardiomyopathy	HIF-1 signaling pathway
hsa05415	hsa04071	0.886	Diabetic cardiomyopathy	Sphingolipid signaling pathway
hsa05415	hsa04371	0.897	Diabetic cardiomyopathy	Apelin signaling pathway
hsa05415	hsa04380	0.889	Diabetic cardiomyopathy	Osteoclast differentiation
hsa05415	hsa04510	0.897	Diabetic cardiomyopathy	Focal adhesion
hsa05415	hsa04613	0.893	Diabetic cardiomyopathy	Neutrophil extracellular trap formation
hsa05415	hsa04714	0.894	Diabetic cardiomyopathy	Thermogenesis
hsa05415	hsa04722	0.892	Diabetic cardiomyopathy	Neurotrophin signaling pathway
hsa05415	hsa04926	0.903	Diabetic cardiomyopathy	Relaxin signaling pathway
hsa05415	hsa04931	0.911	Diabetic cardiomyopathy	Insulin resistance
hsa05415	hsa04932	0.93	Diabetic cardiomyopathy	Non-alcoholic fatty liver disease
hsa05415	hsa04933	0.91	Diabetic cardiomyopathy	AGE-RAGE signaling pathway in diabetic complications
hsa05415	hsa05010	0.928	Diabetic cardiomyopathy	Alzheimer disease
hsa05415	hsa05016	0.892	Diabetic cardiomyopathy	Huntington disease
hsa05415	hsa05020	0.925	Diabetic cardiomyopathy	Prion disease
hsa05415	hsa05022	0.914	Diabetic cardiomyopathy	Pathways of neurodegeneration - multiple diseases
hsa05415	hsa05208	0.93	Diabetic cardiomyopathy	Chemical carcinogenesis - reactive oxygen species
hsa05415	hsa05212	0.885	Diabetic cardiomyopathy	Pancreatic cancer
hsa05416	hsa04015	0.865	Viral myocarditis	Rap1 signaling pathway
hsa05416	hsa04145	0.879	Viral myocarditis	Phagosome
hsa05416	hsa04360	0.869	Viral myocarditis	Axon guidance
hsa05416	hsa04510	0.885	Viral myocarditis	Focal adhesion
hsa05416	hsa04514	0.899	Viral myocarditis	Cell adhesion molecules
hsa05416	hsa04530	0.876	Viral myocarditis	Tight junction
hsa05416	hsa04640	0.871	Viral myocarditis	Hematopoietic cell lineage
hsa05416	hsa04650	0.888	Viral myocarditis	Natural killer cell mediated cytotoxicity
hsa05416	hsa04670	0.883	Viral myocarditis	Leukocyte transendothelial migration
hsa05416	hsa04810	0.877	Viral myocarditis	Regulation of actin cytoskeleton
hsa05416	hsa05100	0.873	Viral myocarditis	Bacterial invasion of epithelial cells
hsa05416	hsa05130	0.891	Viral myocarditis	Pathogenic Escherichia coli infection
hsa05416	hsa05132	0.867	Viral myocarditis	Salmonella infection
